"id","public_id","name","moldb_iupac","state","annotation_quality","description","cas_number","moldb_inchikey","moldb_inchi","moldb_smiles","moldb_mono_mass","kingdom","superklass","klass","subklass"
21152,"FDB021144","Loquatoside","","low","Constituent of the fruit of Eriobotrya japonica (loquat). Loquatoside is found in loquat and fruits.","74046-15-4","OC1COC(OC2C(O)C3=C(O)C=C(O)C=C3OC2C2=CC(O)=C(O)C=C2)C(O)C1O","InChI=1S/C20H22O11/c21-8-4-11(24)14-13(5-8)30-18(7-1-2-9(22)10(23)3-7)19(16(14)27)31-20-17(28)15(26)12(25)6-29-20/h1-5,12,15-28H,6H2",438.1162115,"YISJRMFABYGQSX-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]-3,4-dihydro-2H-1-benzopyran-4,5,7-triol","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21153,"FDB021145","ent-Epicatechin-(4alpha->6)-ent-epicatechin","","low","Constituent of Byrsonima crassifolia (nance). ent-Epicatechin-(4alpha->6)-ent-epicatechin is found in fruits.","","OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C=C(O)C(C1C(O)C(OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C2O","InChI=1S/C30H26O12/c31-13-7-19(36)24-23(8-13)42-30(12-2-4-16(33)18(35)6-12)28(40)26(24)25-20(37)10-22-14(27(25)39)9-21(38)29(41-22)11-1-3-15(32)17(34)5-11/h1-8,10,21,26,28-40H,9H2",578.1424263,"GMISZFQPFDAPGI-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-6-[2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-4-yl]-3,4-dihydro-2H-1-benzopyran-3,5,7-triol","Organic compounds","Phenylpropanoids and polyketides","Tannins","Proanthocyanidins"
21154,"FDB021146","Epicatechin-(4beta->8)-ent-epicatechin-(4alpha->8)-ent-epicatechin 3',3''-digallate","","low","Constituent of Byrsonima crassifolia (nance) bark. Epicatechin-(4beta->8)-ent-epicatechin-(4alpha->8)-ent-epicatechin 3',3''-digallate is found in fruits.","490-46-0","OC1C(OC2=CC(O)=CC(O)=C2C1C1=C2OC(C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(C3=C(O)C=C(O)C4=C3OC(C(C4)OC(=O)C3=CC(O)=C(O)C(O)=C3)C3=CC(O)=C(O)C=C3)C2=C(O)C=C1O)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1","InChI=1S/C59H46O26/c60-24-14-33(68)43-41(15-24)81-53(20-2-5-27(62)31(66)8-20)51(78)47(43)44-35(70)18-36(71)46-48(57(85-59(80)23-12-39(74)50(77)40(75)13-23)54(84-56(44)46)21-3-6-28(63)32(67)9-21)45-34(69)17-29(64)25-16-42(82-58(79)22-10-37(72)49(76)38(73)11-22)52(83-55(25)45)19-1-4-26(61)30(65)7-19/h1-15,17-18,42,47-48,51-54,57,60-78H,16H2",1170.227732,"CSQVLCNLSUIXDX-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-8-[2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-4-yl]-4-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-(3,4,5-trihydroxybenzoyloxy)-3,4-dihydro-2H-1-benzopyran-8-yl]-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-3-yl 3,4,5-trihydroxybenzoate","","","",""
21159,"FDB021151","1,3,6-Trihydroxy-5-methoxyxanthone","","low","Constituent of Garcinia dulcis  (mundu). 1,3,6-Trihydroxy-5-methoxyxanthone is found in fruits.","41357-84-0","COC1=C(O)C=CC2=C1OC1=CC(O)=CC(O)=C1C2=O","InChI=1S/C14H10O6/c1-19-14-8(16)3-2-7-12(18)11-9(17)4-6(15)5-10(11)20-13(7)14/h2-5,15-17H,1H3",274.0477381,"OIDDYVZHNYQRKQ-UHFFFAOYSA-N","1,3,6-trihydroxy-5-methoxy-9H-xanthen-9-one","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans"
21161,"FDB021153","7-Hydroxyheptaphylline","","low","Alkaloid from root bark of Clausena lansium (wampee). 7-Hydroxyheptaphylline is found in fruits.","170663-15-7","CC(C)=CCC1=C2NC3=C(C=CC(O)=C3)C2=CC(C=O)=C1O","InChI=1S/C18H17NO3/c1-10(2)3-5-14-17-15(7-11(9-20)18(14)22)13-6-4-12(21)8-16(13)19-17/h3-4,6-9,19,21-22H,5H2,1-2H3",295.1208434,"NRWURNOYKGONNZ-UHFFFAOYSA-N","2,7-dihydroxy-1-(3-methylbut-2-en-1-yl)-9H-carbazole-3-carbaldehyde","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Carbazoles"
21172,"FDB021164","Heteroflavanone C","","low","Constituent of the root bark of Artocarpus heterophyllus (jackfruit). Heteroflavanone C is found in jackfruit and fruits.","156127-36-5","COC1=CC(OC)=C(C2CC(=O)C3=C(O)C=C(O)C(CC=C(C)C)=C3O2)C(OC)=C1","InChI=1S/C23H26O7/c1-12(2)6-7-14-15(24)10-16(25)21-17(26)11-20(30-23(14)21)22-18(28-4)8-13(27-3)9-19(22)29-5/h6,8-10,20,24-25H,7,11H2,1-5H3",414.1678532,"LKUWYFZLCAUAGB-UHFFFAOYSA-N","5,7-dihydroxy-8-(3-methylbut-2-en-1-yl)-2-(2,4,6-trimethoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavans"
21174,"FDB021166","Homomangiferin","","low","Constituent of Mangifera indica (mango). Homomangiferin is found in fruits.","21794-66-1","COC1=CC2=C(C(O)=C1C1OC(CO)C(O)C(O)C1O)C(=O)C1=C(O2)C=C(O)C(O)=C1","InChI=1S/C20H20O11/c1-29-10-4-11-13(15(24)6-2-7(22)8(23)3-9(6)30-11)17(26)14(10)20-19(28)18(27)16(25)12(5-21)31-20/h2-4,12,16,18-23,25-28H,5H2,1H3",436.1005615,"HDPSXKXQSOVYLL-UHFFFAOYSA-N","1,6,7-trihydroxy-3-methoxy-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-9H-xanthen-9-one","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans"
21175,"FDB021167","1,7-Dihydroxy-3,6-dimethoxy-2,8-diprenylxanthone","","low","Constituent of Garcinia mangostana (mangosteen). 1,7-Dihydroxy-3,6-dimethoxy-2,8-diprenylxanthone is found in fruits.","132031-39-1","COC1=CC2=C(C(O)=C1CC=C(C)C)C(=O)C1=C(CC=C(C)C)C(O)=C(OC)C=C1O2","InChI=1S/C25H28O6/c1-13(2)7-9-15-17(29-5)11-19-22(24(15)27)25(28)21-16(10-8-14(3)4)23(26)20(30-6)12-18(21)31-19/h7-8,11-12,26-27H,9-10H2,1-6H3",424.1885886,"WDOPYKHYPKRXRJ-UHFFFAOYSA-N","1,7-dihydroxy-3,6-dimethoxy-2,8-bis(3-methylbut-2-en-1-yl)-9H-xanthen-9-one","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans"
21176,"FDB021168","ent-Epicatechin-(4alpha->8)-ent-epicatechin 3-gallate","","low","Constituent of Byrsonima crassifolia (nance). ent-Epicatechin-(4alpha->8)-ent-epicatechin 3-gallate is found in fruits.","","OC1CC2=C(O)C=C(O)C(C3C(OC(=O)C4=CC(O)=C(O)C(O)=C4)C(OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2OC1C1=CC=C(O)C(O)=C1","InChI=1S/C37H30O16/c38-16-9-23(44)29-28(10-16)51-34(14-2-4-19(40)22(43)6-14)36(53-37(50)15-7-25(46)32(49)26(47)8-15)31(29)30-24(45)12-20(41)17-11-27(48)33(52-35(17)30)13-1-3-18(39)21(42)5-13/h1-10,12,27,31,33-34,36,38-49H,11H2",730.1533849,"BXWABJPTCUDBMM-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-4-[2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-8-yl]-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-3-yl 3,4,5-trihydroxybenzoate","Organic compounds","Phenylpropanoids and polyketides","Tannins","Proanthocyanidins"
21178,"FDB021170","ent-Epicatechin-(4alpha->8)-ent-epicatechin 3,3'-digallate","","low","Constituent of Byrsonima crassifolia (nance). ent-Epicatechin-(4alpha->8)-ent-epicatechin 3,3'-digallate is found in fruits.","","OC1=CC(O)=C2C(C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC2=C1)C1=CC=C(O)C(O)=C1)C1=C2OC(C(CC2=C(O)C=C1O)OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1","InChI=1S/C44H34O20/c45-19-11-26(51)34-32(12-19)61-40(16-2-4-22(47)25(50)6-16)42(64-44(60)18-9-30(55)38(58)31(56)10-18)36(34)35-27(52)14-23(48)20-13-33(62-43(59)17-7-28(53)37(57)29(54)8-17)39(63-41(20)35)15-1-3-21(46)24(49)5-15/h1-12,14,33,36,39-40,42,45-58H,13H2",882.1643435,"KTLUHRSHFRODPS-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-4-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-(3,4,5-trihydroxybenzoyloxy)-3,4-dihydro-2H-1-benzopyran-8-yl]-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-3-yl 3,4,5-trihydroxybenzoate","Organic compounds","Phenylpropanoids and polyketides","Tannins","Proanthocyanidins"
21179,"FDB021171","Cyanidin 3-(6''-p-coumarylsambubioside)","","low","Constituent of American elder fruits (Sambucus canadensis). Cyanidin 3-(6''-p-coumarylsambubioside) is found in tea, alcoholic beverages, and fruits.","162972-64-7","OC1COC(OC2C(O)C(O)C(COC(=O)\C=C\C3=CC=C(O)C=C3)OC2OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C(O)C1O","InChI=1S/C35H34O17/c36-17-5-1-15(2-6-17)3-8-27(42)47-14-26-29(44)30(45)33(52-34-31(46)28(43)23(41)13-48-34)35(51-26)50-25-12-19-21(39)10-18(37)11-24(19)49-32(25)16-4-7-20(38)22(40)9-16/h1-12,23,26,28-31,33-35,41,43-46H,13-14H2,(H4-,36,37,38,39,40,42)/p+1",727.1874247,"KMIJRKZNTFVLAI-UHFFFAOYSA-O","3-{[4,5-dihydroxy-6-({[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy}methyl)-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21180,"FDB021172","Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-(4-hydroxy-Z-cinnamoyl)-(->6)-b-D-glucopyranoside] 5-glucoside","","low","Constituent of the fruit of American elder (Sambucus canadensis). Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-(4-hydroxy-Z-cinnamoyl)-(->6)-b-D-glucopyranoside] 5-glucoside is found in tea, alcoholic beverages, and fruits.","163060-00-2","OCC1OC(OC2=C3C=C(OC4OC(COC(=O)\C=C\C5=CC=C(O)C=C5)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(=[O+]C3=CC(O)=C2)C2=CC=C(O)C(O)=C2)C(O)C(O)C1O","InChI=1S/C41H44O22/c42-13-27-31(50)33(52)36(55)40(61-27)59-25-11-19(44)10-24-20(25)12-26(37(58-24)17-4-7-21(45)22(46)9-17)60-41-38(63-39-35(54)30(49)23(47)14-57-39)34(53)32(51)28(62-41)15-56-29(48)8-3-16-1-5-18(43)6-2-16/h1-12,23,27-28,30-36,38-42,47,49-55H,13-15H2,(H3-,43,44,45,46,48)/p+1",889.2402481,"JSYDBTWJIIAZPU-UHFFFAOYSA-O","3-{[4,5-dihydroxy-6-({[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy}methyl)-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-7-hydroxy-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","","","",""
21185,"FDB021177","Quercetin 3-(6''-caffeoylsophorotrioside)","","low","Constituent of pea (Pisum sativum). Quercetin 3-(6''-caffeoylsophorotrioside) is found in pulses and common pea.","117-39-5","OCC1OC(OC2C(O)C(O)C(CO)OC2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(OC2OC(COC(=O)\C=C\C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)C(O)C1O","InChI=1S/C42H46O25/c43-11-23-29(53)34(58)39(41(62-23)65-37-31(55)27-21(50)9-16(45)10-22(27)61-36(37)15-3-5-18(47)20(49)8-15)67-42-38(33(57)28(52)24(12-44)63-42)66-40-35(59)32(56)30(54)25(64-40)13-60-26(51)6-2-14-1-4-17(46)19(48)7-14/h1-10,23-25,28-30,32-35,38-50,52-54,56-59H,11-13H2/b6-2+",950.232817,"XXCKFJNPDRDYOK-QHHAFSJGSA-N","[6-({2-[(2-{[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl)oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl}oxy)-3,4,5-trihydroxyoxan-2-yl]methyl (2E)-3-(3,4-dihydroxyphenyl)prop-2-enoate","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21186,"FDB021178","Quercetin 3-(6''-sinapoylsophorotrioside)","","low","Constituent of pea (Pisum sativum). Quercetin 3-(6''-sinapoylsophorotrioside) is found in pulses and common pea.","117-39-5","COC1=CC(\C=C\C(=O)OCC2OC(OC3C(OC4C(OC5=C(OC6=CC(O)=CC(O)=C6C5=O)C5=CC(O)=C(O)C=C5)OC(CO)C(O)C4O)OC(CO)C(O)C3O)C(O)C(O)C2O)=CC(OC)=C1O","InChI=1S/C44H50O26/c1-61-22-7-15(8-23(62-2)29(22)52)3-6-27(51)63-14-26-32(55)34(57)37(60)42(67-26)69-40-35(58)30(53)25(13-46)66-44(40)70-41-36(59)31(54)24(12-45)65-43(41)68-39-33(56)28-20(50)10-17(47)11-21(28)64-38(39)16-4-5-18(48)19(49)9-16/h3-11,24-26,30-32,34-37,40-50,52-55,57-60H,12-14H2,1-2H3/b6-3+",994.2590318,"XGPMZWIBBAEMRZ-ZZXKWVIFSA-N","[6-({2-[(2-{[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl)oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl}oxy)-3,4,5-trihydroxyoxan-2-yl]methyl (2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoate","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21188,"FDB021180","Cascaroside E","","low","Constituent of cascara sagrada Rhamnus purshiana bark","164322-83-2","CC1=CC2=C(C(O)=C1)C(=O)C1=C(C=C(O)C=C1OC1OC(CO)C(O)C(O)C1O)C2C1OC(CO)C(O)C(O)C1O","InChI=1S/C27H32O14/c1-8-2-10-16(26-24(37)22(35)19(32)14(6-28)39-26)11-4-9(30)5-13(18(11)21(34)17(10)12(31)3-8)40-27-25(38)23(36)20(33)15(7-29)41-27/h2-5,14-16,19-20,22-33,35-38H,6-7H2,1H3",580.1792057,"VICGNLNFFZAFLT-UHFFFAOYSA-N","1,6-dihydroxy-3-methyl-10-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-9,10-dihydroanthracen-9-one","Organic compounds","Benzenoids","Anthracenes",""
21190,"FDB021182","2',4'-Dihydroxy-6'-methoxyacetophenone","","low","Constituent of Artemisia species 2',4'-Dihydroxy-6'-methoxyacetophenone is found in herbs and spices.","3602-54-8","COC1=CC(O)=CC(O)=C1C(C)=O","InChI=1S/C9H10O4/c1-5(10)9-7(12)3-6(11)4-8(9)13-2/h3-4,11-12H,1-2H3",182.0579088,"IETZAWFZIAOWQX-UHFFFAOYSA-N","1-(2,4-dihydroxy-6-methoxyphenyl)ethan-1-one","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenols and derivatives"
21192,"FDB021184","Uralenneoside","","low","Constituent of the leaves of Glycyrrhiza uralensis (Chinese licorice). Uralenneoside is found in herbs and spices.","143986-30-5","OC1COC(OC(=O)C2=CC(O)=C(O)C=C2)C(O)C1O","InChI=1S/C12H14O8/c13-6-2-1-5(3-7(6)14)11(18)20-12-10(17)9(16)8(15)4-19-12/h1-3,8-10,12-17H,4H2",286.0688674,"VWQASRWQZBVNEI-UHFFFAOYSA-N","3,4,5-trihydroxyoxan-2-yl 3,4-dihydroxybenzoate","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives"
21208,"FDB021200","2-Methyl-1-[2,4,6-trihydroxy-3-(3-methyl-2-butenyl)phenyl]-1-propanone","","low","Constituent of Helichrysum subspecies Also found in hops","35932-36-6","CC(C)C(=O)C1=C(O)C=C(O)C(CC=C(C)C)=C1O","InChI=1S/C15H20O4/c1-8(2)5-6-10-11(16)7-12(17)13(15(10)19)14(18)9(3)4/h5,7,9,16-17,19H,6H2,1-4H3",264.1361591,"IOBXAMCSYCVNET-UHFFFAOYSA-N","2-methyl-1-[2,4,6-trihydroxy-3-(3-methylbut-2-en-1-yl)phenyl]propan-1-one","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenols and derivatives"
21215,"FDB021207","1,8-Dihydroxy-3,5-dimethoxy-2-prenylxanthone","","low","Constituent of Garcinia mangostana (mangosteen). 1,8-Dihydroxy-3,5-dimethoxy-2-prenylxanthone is found in fruits.","132031-40-4","COC1=CC2=C(C(O)=C1CC=C(C)C)C(=O)C1=C(O)C=CC(OC)=C1O2","InChI=1S/C20H20O6/c1-10(2)5-6-11-14(25-4)9-15-17(18(11)22)19(23)16-12(21)7-8-13(24-3)20(16)26-15/h5,7-9,21-22H,6H2,1-4H3",356.1259884,"GRYVOCRJTSCVJS-UHFFFAOYSA-N","1,8-dihydroxy-3,5-dimethoxy-2-(3-methylbut-2-en-1-yl)-9H-xanthen-9-one","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans"
21216,"FDB021208","r-Viniferin","","low","Isolated from the roots of Vitis vinifera (wine grape)","165883-77-2","OC1=CC=C(C=C1)C1OC2=C(C=C(\C=C/C3=CC(O)=CC4=C3C(C(O4)C3=CC=C(O)C=C3)C3=CC(O)=CC(O)=C3)C=C2)C1C1=C2C(C(OC2=CC(O)=C1)C1=CC=C(O)C=C1)C1=CC(O)=CC(O)=C1","InChI=1S/C56H42O12/c57-35-10-4-29(5-11-35)54-50(33-19-38(60)23-39(61)20-33)49-32(18-42(64)26-47(49)67-54)3-1-28-2-16-46-44(17-28)52(56(66-46)31-8-14-37(59)15-9-31)45-25-43(65)27-48-53(45)51(34-21-40(62)24-41(63)22-34)55(68-48)30-6-12-36(58)13-7-30/h1-27,50-52,54-65H/b3-1-",906.2676268,"WZKKRZSJTLGPHH-IWQZZHSRSA-N","5-{4-[(Z)-2-{3-[3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-5-yl}ethenyl]-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl}benzene-1,3-diol","Organic compounds","Phenylpropanoids and polyketides","2-arylbenzofuran flavonoids",""
21217,"FDB021209","Mangostinone","","low","Constituent of the pericarps of Garcinia mangostana (mangosteen). Mangostinone is found in fruits and purple mangosteen.","166197-40-6","CC(C)=CCC\C(C)=C\CC1=C(O)C2=C(OC3=C(C=CC=C3O)C2=O)C=C1O","InChI=1S/C23H24O5/c1-13(2)6-4-7-14(3)10-11-15-18(25)12-19-20(21(15)26)22(27)16-8-5-9-17(24)23(16)28-19/h5-6,8-10,12,24-26H,4,7,11H2,1-3H3/b14-10+",380.1623739,"RJLWIAOXQDZMTB-GXDHUFHOSA-N","2-[(2E)-3,7-dimethylocta-2,6-dien-1-yl]-1,3,5-trihydroxy-9H-xanthen-9-one","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans"
21218,"FDB021210","6-Hydroxy-alpha-pyrufuran","","low","Constituent of the sapwood of Mespilus germanica (European medlar). 6-Hydroxy-alpha-pyrufuran is found in fruits.","167278-43-5","COC1=C2OC3=C(C=CC=C3O)C2=C(OC)C(O)=C1OC","InChI=1S/C15H14O6/c1-18-12-9-7-5-4-6-8(16)11(7)21-13(9)15(20-3)14(19-2)10(12)17/h4-6,16-17H,1-3H3",290.0790382,"XUGBHEYCYSYJSM-UHFFFAOYSA-N","3,5,6-trimethoxy-8-oxatricyclo[7.4.0.0²,⁷]trideca-1(9),2,4,6,10,12-hexaene-4,10-diol","Organic compounds","Organoheterocyclic compounds","Benzofurans","Dibenzofurans"
21220,"FDB021212","7-Hydroxy-6-methoxy-alpha-pyrufuran","","low","Constituent of the sapwood of Mespilus germanica (European medlar). 7-Hydroxy-6-methoxy-alpha-pyrufuran is found in fruits.","167278-45-7","COC1=C2OC3=C(C=CC(O)=C3OC)C2=C(OC)C(O)=C1OC","InChI=1S/C16H16O7/c1-19-12-8(17)6-5-7-9-13(20-2)10(18)15(21-3)16(22-4)14(9)23-11(7)12/h5-6,17-18H,1-4H3",320.0896029,"QPJPNKHHNVCLCF-UHFFFAOYSA-N","3,5,6,10-tetramethoxy-8-oxatricyclo[7.4.0.0²,⁷]trideca-1(9),2,4,6,10,12-hexaene-4,11-diol","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins"
21221,"FDB021213","Moracin K","","low","Production by Morus alba (white mulberry) infected with Fusarium solani. Moracin K is found in mulberry and fruits.","73338-90-6","CC1(C)OC2=C(O)C=C3C=C(OC3=C2C=C1)C1=CC(O)=CC(O)=C1","InChI=1S/C19H16O5/c1-19(2)4-3-14-17-11(7-15(22)18(14)24-19)8-16(23-17)10-5-12(20)9-13(21)6-10/h3-9,20-22H,1-2H3",324.0997736,"HRYWITBPMMQCBB-UHFFFAOYSA-N","5-{5-hydroxy-7,7-dimethyl-7H-furo[2,3-f]chromen-2-yl}benzene-1,3-diol","Organic compounds","Phenylpropanoids and polyketides","2-arylbenzofuran flavonoids",""
21222,"FDB021214","Moracin L","","low","Production by Morus alba (white mulberry) infected with Fusarium solani. Moracin L is found in mulberry and fruits.","73338-91-7","CC1=CCC2=C3OC(=CC3=CC(O)=C2OC1)C1=CC(O)=CC(O)=C1","InChI=1S/C19H16O5/c1-10-2-3-15-18-12(6-16(22)19(15)23-9-10)7-17(24-18)11-4-13(20)8-14(21)5-11/h2,4-8,20-22H,3,9H2,1H3",324.0997736,"FQHZBTIVEUAARU-UHFFFAOYSA-N","5-{8-hydroxy-12-methyl-3,10-dioxatricyclo[7.5.0.0²,⁶]tetradeca-1,4,6,8,12-pentaen-4-yl}benzene-1,3-diol","Organic compounds","Phenylpropanoids and polyketides","2-arylbenzofuran flavonoids",""
21223,"FDB021215","Moracin N","","low","Constituent of the leaves of Morus alba (white mulberry) (famine food). Moracin N is found in mulberry and fruits.","135248-05-4","CC(C)=CCC1=CC2=C(OC(=C2)C2=CC(O)=CC(O)=C2)C=C1O","InChI=1S/C19H18O4/c1-11(2)3-4-12-5-13-8-18(23-19(13)10-17(12)22)14-6-15(20)9-16(21)7-14/h3,5-10,20-22H,4H2,1-2H3",310.1205091,"WBSCSIABHGPAMC-UHFFFAOYSA-N","5-[6-hydroxy-5-(3-methylbut-2-en-1-yl)-1-benzofuran-2-yl]benzene-1,3-diol","Organic compounds","Phenylpropanoids and polyketides","2-arylbenzofuran flavonoids",""
21224,"FDB021216","omega-Hydroxymoracin N","","low","Constituent of the leaves of Morus alba (white mulberry) (famine food). omega-Hydroxymoracin N is found in fruits.","135248-04-3","C\C(CO)=C\CC1=CC2=C(OC(=C2)C2=CC(O)=CC(O)=C2)C=C1O","InChI=1S/C19H18O5/c1-11(10-20)2-3-12-4-13-7-18(24-19(13)9-17(12)23)14-5-15(21)8-16(22)6-14/h2,4-9,20-23H,3,10H2,1H3/b11-2-",326.1154237,"GPKLNIVEGYWQJZ-FUQNDXKWSA-N","5-{6-hydroxy-5-[(2Z)-4-hydroxy-3-methylbut-2-en-1-yl]-1-benzofuran-2-yl}benzene-1,3-diol","Organic compounds","Phenylpropanoids and polyketides","2-arylbenzofuran flavonoids",""
21225,"FDB021217","PRE","","low","Isolated from the flowers of Carthamus tinctorius (safflower). PRE is found in fats and oils and herbs and spices.","160564-02-3","OCC1OC(C(O)C(O)C1O)C1(O)C(O)=C(C(C(O)=O)C2=C(O)C(O)(C3OC(CO)C(O)C(O)C3O)C(=O)C(C(=O)\C=C/C3=CC=C(O)C=C3)=C2O)C(=O)C(C(=O)\C=C/C2=CC=C(O)C=C2)=C1O","InChI=1S/C44H44O24/c45-13-21-28(51)32(55)34(57)40(67-21)43(65)36(59)23(19(49)11-5-15-1-7-17(47)8-2-15)30(53)26(38(43)61)25(42(63)64)27-31(54)24(20(50)12-6-16-3-9-18(48)10-4-16)37(60)44(66,39(27)62)41-35(58)33(56)29(52)22(14-46)68-41/h1-12,21-22,25,28-29,32-35,40-41,45-48,51-53,55-58,60-62,65-66H,13-14H2,(H,63,64)/b11-5-,12-6-",956.2222523,"ITBPOPSLMGJTQH-CBIKUMSCSA-N","2-{2,3,6-trihydroxy-5-[(2Z)-3-(4-hydroxyphenyl)prop-2-enoyl]-4-oxo-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]cyclohexa-1,5-dien-1-yl}-2-{2,3,4-trihydroxy-5-[(2Z)-3-(4-hydroxyphenyl)prop-2-enoyl]-6-oxo-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]cyclohexa-1,4-dien-1-yl}acetic acid","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides"
21229,"FDB021221","Glyinflanin H","","low","Constituent of Glycyrrhiza glabra (licorice). Glyinflanin H is found in tea and herbs and spices.","164123-54-0","CC1(C)OC2=C(C=C1)C(O)=C(C=C2)C1=CC2=C(O1)C=C(O)C=C2","InChI=1S/C19H16O4/c1-19(2)8-7-14-15(23-19)6-5-13(18(14)21)17-9-11-3-4-12(20)10-16(11)22-17/h3-10,20-21H,1-2H3",308.104859,"AOVQEAUIBICOLQ-UHFFFAOYSA-N","6-(6-hydroxy-1-benzofuran-2-yl)-2,2-dimethyl-2H-chromen-5-ol","Organic compounds","Phenylpropanoids and polyketides","2-arylbenzofuran flavonoids",""
